player_id,player_name,age,nationality,height_cm,weight_kg,club_name,position,matches_played,minutes_played,goals,assists,shots_on_target,pass_accuracy,dribbles_completed,dribble_success_rate,tackles,interceptions,sprint_speed,stamina_score,overall_rating,past_injury_count,training_load_score,average_distance_covered_km,recovery_time_hours,muscle_strength_score,injury_risk_score,injury_risk_level,team_strength_rating,opponent_strength_rating,possession_pct,goals_scored_team,goals_conceded_team,match_result
449,Danny Drinkwater 4,26,Japan,181,78,LA Galaxy,Defender,1,89,0,0,0,78.92811214891881,0,45.8013753630886,7,0,28.9868553589308,78.44616864184712,50,1,21.766120303523756,10.27662139560633,35,35.028372199795506,61.269010840906006,Medium,52.76290815738097,68.4652492206101,44.86456464729528,1,0,Win
450,Antonee Robinson 29,36,France,182,78,Arsenal,Goalkeeper,23,1585,0,0,0,78.11888051500671,0,74.28393023204526,0,0,32.783720432003925,52.949471158518094,50,1,68.18835671180548,11.28603536294628,63,69.44430127920174,42.95563365149834,Medium,47.41547460978876,71.58612091632921,41.84238507235764,0,1,Loss
451,Tim Howard 39,29,Peru,185,90,Nottingham Forest,Forward,30,2061,5,2,1,84.54736783940756,1,78.29047082689924,0,0,31.215229535690426,78.48846879541648,50,2,45.296006697790965,13.968372615374918,22,69.81896312292044,76.73076108608439,High,51.37941561049039,65.93739235573547,53.47411940682959,1,1,Draw
452,Oscar Mingueza 6,26,Morocco,171,89,Liverpool,Defender,26,1789,0,0,0,92.63744444983084,2,57.24594603674299,16,4,29.733976802453327,59.59521200387328,50,1,57.19224892472643,9.25288938595573,13,54.75839290542039,87.21481769141548,High,48.99405045889731,42.55827532227379,68.05567600307128,0,0,Draw
453,Kenedy 15,24,Mexico,193,79,AC Milan,Midfielder,1,89,0,2,8,70.93093665630742,5,59.5625148718664,2,0,32.668786706837444,63.61193955461271,50,0,29.85013828070508,8.782990299637143,66,50.97705529020864,25.11809015359988,Low,50.52697443066212,51.64292784380471,28.916910888100332,0,1,Loss
454,Jhon Duran 18,31,Poland,184,87,Fulham,Goalkeeper,56,3829,0,0,0,88.73089631035253,0,68.65432569305412,1,0,29.60881369413345,65.63595503875783,50,2,93.16350246385734,11.569861918877042,55,34.08769361066983,74.49707528125235,High,50.588448258026986,64.60008647160413,28.628739902235537,3,4,Loss
455,Jordan Henderson 86,36,Norway,181,89,Al-Fateh,Goalkeeper,13,905,0,0,0,65.07822390177901,0,70.1295773614893,1,0,32.11940314597718,69.38115560872319,50,4,29.74572496922981,13.11829398654872,52,59.0001710985062,89.91259882128782,High,49.531184399367355,55.51176418723524,67.51588540787995,4,4,Draw
456,Weston McKennie 96,32,Senegal,166,85,Real Sociedad,Goalkeeper,3,225,0,0,0,89.3935337590694,0,82.61854075314271,1,0,30.34985899617269,68.91272409473208,50,2,53.36047577086314,11.889294787272163,17,51.878769760344966,85.76520539011474,High,48.432468668827205,49.08817988805971,35.64250430191787,1,2,Loss
457,Kyle Beckerman 13,33,Netherlands,183,80,Anderlecht,Goalkeeper,48,3285,0,0,0,86.0233861864171,0,71.22897898369993,1,1,33.135819214931,58.42316166417965,50,0,53.25151498291448,10.085458407652741,18,91.8190826294763,58.39224191547573,Medium,48.61891789536748,65.20664209592192,58.437662722490685,3,0,Win
458,Patrick Vieira 5,22,France,182,85,Leeds United,Midfielder,12,837,0,1,5,76.12670936715276,3,74.21866804577482,2,2,30.874733737978904,52.89833004895911,50,0,20.64789172344542,13.861895407375323,49,73.82133481994784,34.847078462420875,Medium,48.167616169037515,56.14048967239252,52.14390661804026,0,1,Loss
459,Moise Kean 57,20,Ecuador,177,72,Sporting CP,Defender,35,2401,0,0,0,91.86714437249229,0,59.18176825057313,6,4,34.66034076996816,75.78590784787761,50,1,70.08484804452124,13.970192507845276,29,59.90399168689941,65.55313108918332,High,48.33635558353911,52.90538215867073,66.64467974436147,3,0,Win
460,Tomás Tavares 88,29,Japan,179,82,Leeds United,Defender,34,2333,0,0,0,86.06640105224974,0,64.0737121566184,7,2,30.185641642915527,53.24114619261237,50,1,60.36579295056469,12.623894616661087,56,79.04977874042254,35.39175668900936,Medium,49.86564341990129,63.19927087201904,31.254445491820178,1,0,Win
461,Stade Brest 51,21,Germany,183,79,Fiorentina,Midfielder,43,2945,2,0,2,71.14939829613037,1,72.43646422880654,4,0,31.92161784138784,48.04821392778235,50,0,57.312214154788386,12.814497793517091,20,80.6200264434492,79.51973964835076,High,48.5684800217785,46.66421290410866,31.489148286130565,2,1,Win
462,Álvaro Morata 59,33,Ivory Coast,179,78,Inter Milan,Midfielder,53,3625,4,0,1,73.85741163538758,0,75.76374692785933,1,1,30.75753085052373,81.6886399973611,50,2,81.35636287697307,12.56504997510127,64,61.22963295234162,54.69105853073107,Medium,51.364104131425236,86.38728665377036,52.84091801391538,3,2,Win
463,Joe Corona 82,24,Italy,188,66,Chicago Fire,Forward,54,3693,1,0,0,78.6683236430814,4,76.98962574851356,0,0,32.53307780989685,35.231227682191275,50,0,38.08528900612555,9.545965748032668,39,34.92425713479424,58.21711187507322,Medium,52.974492310671856,83.38510489596194,72.31893266791855,2,1,Win
464,Romain Faivre 43,30,Australia,178,72,Lyon,Midfielder,7,497,0,0,1,80.77337920454858,0,56.681822323916606,4,1,32.16376169643404,36.75954493643358,50,0,84.58226073385637,8.901584833072295,30,80.73582359615114,57.70120597292004,Medium,48.83989351725992,75.38102928702676,45.74988791853771,1,3,Loss
465,Benoit Badiashile 27,27,Egypt,185,77,Arsenal,Midfielder,1,89,0,1,0,66.559802942339,1,57.01452894284455,0,0,31.689867452443885,64.80044297978478,50,2,84.85839972624123,11.326121028549883,15,35.86846278120982,92.44072602316423,High,50.47880900107075,45.31069137942281,41.347105012734744,1,2,Loss
466,Weston McKennie 28,24,Senegal,192,90,Porto,Defender,5,361,2,0,0,82.16803366593345,0,52.6843055679769,1,6,33.55409113960493,37.19725895314261,50,1,82.0146736937451,13.724877185819388,15,85.08794372283072,75.30654534859934,High,50.99937022060587,78.79386272348465,55.33446615989429,1,5,Loss
467,Ethan Nwaneri 77,31,Poland,183,84,Real Madrid,Defender,30,2061,1,0,0,72.23095213710833,0,64.90080041813783,1,0,34.611922591870034,63.42704542513987,50,1,45.604833127949405,13.269753735334309,24,51.72019801956006,80.34051283819441,High,50.94400454183855,80.39786640545094,71.52243002725154,2,3,Loss
468,Ethan Nwaneri 17,22,France,186,90,Al-Fateh,Defender,53,3625,0,0,1,89.44601044896339,0,82.09330460696046,2,4,32.919560518726016,50.689852550703584,50,2,32.191807988423925,8.641158412944234,39,71.48566268784475,81.44189973634911,High,50.15191053583217,78.3882308857169,66.84639164223118,1,2,Loss
469,Gigi Buffon 15,20,Ivory Coast,186,93,Manchester United,Midfielder,9,633,1,0,2,85.61829835161295,2,57.81799721499045,3,4,29.391156647091098,89.69671723639391,50,1,55.63828320349134,8.3419469991211,68,78.12628943928337,29.49392467823229,Low,51.48536483671945,45.698294355962055,74.77418053666099,0,1,Loss
470,Gio Reyna 46,28,Venezuela,184,84,Sporting CP,Defender,43,2945,0,0,0,93.9876112172027,0,83.95207413131996,0,8,28.273873633738038,95.55664169472203,50,1,39.48807937447757,13.242624726639438,22,32.28751024619004,66.41804057730505,High,50.96449790536131,72.19539785338824,26.128429160118856,2,2,Draw
471,Jesse Lingard 23,28,Ivory Coast,183,83,AS Monaco,Forward,20,1381,28,3,4,66.78918753886315,4,57.70922186470559,0,0,34.93806151603731,62.0289842625917,50,0,23.913615894480373,11.67809043325963,64,54.999929879937895,28.992361393157555,Low,47.524675155345406,81.71623978746993,30.642907235638113,3,1,Win
472,Marco Asensio 95,35,Spain,180,73,Galatasaray,Forward,41,2809,0,3,14,76.44105393460143,0,55.50790527587607,0,0,28.312971921884277,52.152574955854305,50,3,40.96025090295727,9.825926246531443,13,69.26929551996062,91.06569828716354,High,51.738312128778546,68.86767006098339,55.4733881683311,5,0,Win
473,Ismael Benlamri 61,32,Venezuela,185,99,Dinamo Zagreb,Defender,9,633,0,0,0,93.21744610205894,2,80.99572214531068,7,0,30.43653254530725,42.138133782507296,50,2,55.18462337579656,11.370608893449209,17,85.12937607430116,76.70512523449442,High,51.774581674533486,72.32036876140445,66.02882196669248,1,3,Loss
474,Noni Madueke 76,29,Sweden,182,69,Napoli,Goalkeeper,22,1517,0,0,0,83.57394652610247,0,46.34438649260025,0,0,30.778524357431607,72.38635080166713,50,0,28.455165760547416,9.330011549614248,23,76.6550294067266,62.94189761712143,Medium,48.473427791642834,62.91817397131531,39.26221711533833,1,2,Loss
475,Ito Hirving 29,26,Denmark,194,83,Houston Dynamo,Forward,2,157,6,0,2,72.59126617459688,5,82.59272749735501,1,0,30.771378055338786,80.97429276932753,50,2,90.82503004078795,13.68171085104552,73,88.24917567358155,47.341415813603916,Medium,50.0758756708952,66.43536599420263,36.96055440171094,1,0,Win
476,Antonio Carbajal 85,27,Paraguay,189,89,Al-Hilal,Defender,31,2129,0,0,0,94.85515467122113,1,61.0166584468331,5,0,32.46775689777892,91.68874842320764,50,1,69.2075885893395,12.963186190790342,66,35.37697362504751,37.07243249023281,Medium,51.36665798562214,41.71884291758626,64.34878996906005,1,0,Win
477,Michy Batshuayi 83,29,Peru,173,89,Manchester United,Forward,19,1313,2,1,12,69.78928603445549,1,46.14379353437769,0,0,34.362223033943785,87.58186074352514,50,2,30.225554838753755,13.773428100786887,51,34.668430143377755,69.81646147555152,High,49.58137236084128,71.94815109866423,27.819092692661577,4,1,Win
478,Ruben Loftus-Cheek 52,34,Peru,174,71,Fenerbahce,Forward,9,633,17,0,0,75.78005598161779,0,47.2969391760898,0,0,32.477633888325784,71.48771104736363,50,2,80.90481505922375,9.12234308574014,48,76.37912115043822,67.30433712937591,High,52.14595609553202,44.07236064455796,43.469132379129256,1,0,Win
479,Davide Zappacosta 92,23,Denmark,183,78,Trabzonspor,Forward,28,1925,0,2,0,72.40546715894754,4,57.369940705005654,1,0,34.20023273603183,54.08845800809502,50,1,89.60662218605937,13.062022557647484,67,55.90433566485804,71.03763126616073,High,54.72774498923872,61.75072971701117,50.29046112961649,3,3,Draw
480,Roger Ibáñez 42,24,Norway,181,74,New York Red Bulls,Midfielder,40,2741,2,6,17,76.24018669525947,2,55.096383402812236,5,7,28.799633490895282,44.01757683668007,50,4,39.70880533726687,11.361713731796634,35,61.30603198131107,100.0,High,48.42802793473003,54.632754883370396,53.01743371751617,0,0,Draw
481,Ismael Benlamri 17,31,Paraguay,182,64,Fiorentina,Defender,51,3489,0,0,1,66.45016712534279,1,79.89100784012768,6,2,30.924894431758,70.82635885256909,50,0,30.7439568083021,9.949951969855514,73,69.28054231458646,20.98590686063566,Low,47.23791079369245,67.27139751058566,61.430757839638844,1,1,Draw
482,Thiago Silva 77,30,Japan,188,83,Al-Ittihad,Defender,50,3421,0,0,1,72.9408468930845,0,53.8766249085321,4,3,32.71816062621143,41.68303655417012,50,3,44.18566272819213,10.877980130213427,63,94.0861950135752,56.00905883258151,Medium,50.607637191209754,46.67081677616035,42.74228617153291,1,2,Loss
483,Michy Batshuayi 65,25,Denmark,186,75,New York Red Bulls,Goalkeeper,45,3081,0,0,0,79.97797023946251,0,71.98723366314077,0,0,34.777645864683194,44.22644865115701,50,3,82.41865997213945,13.666303852966795,66,34.36580010990072,64.78207724217995,Medium,51.44312501025229,74.58217009866591,55.63421723373036,1,2,Loss
484,Tomás Tavares 90,27,Canada,186,95,AS Roma,Midfielder,33,2265,3,0,1,76.45064917246988,2,57.76399852947422,2,2,33.96984201229834,49.0860825775533,50,3,33.132041963719814,12.148717324012782,71,37.07816781270202,71.33273809873884,High,49.53826725231046,79.75057684642351,54.268771139547816,2,3,Loss
485,Christopher Nkunku 58,26,Ivory Coast,194,87,Porto,Goalkeeper,36,2469,0,0,0,67.16822510123599,0,74.78563185380824,0,0,33.305827439936095,98.86152936265994,50,4,78.45099401090256,10.15949331607738,72,83.90536031494103,49.66220360257829,Medium,52.90652132664207,48.167722487157825,52.380805032687356,3,1,Win
486,Virgil van Dijk 59,35,Mexico,174,82,Brentford,Goalkeeper,19,1313,0,0,0,66.6786758124388,0,80.41196445084769,0,0,31.372749347899383,79.63826124645121,50,3,73.71974463449087,13.999398105813746,20,31.334076975155302,97.7121819190592,High,47.322788400553506,45.215654367594105,57.02416465711061,3,0,Win
487,Antonio Carbajal 13,19,Colombia,184,77,Rangers,Goalkeeper,60,4101,0,0,0,78.9998264516052,0,64.46266734431754,0,0,34.04191641087345,63.705638904478874,50,0,68.85250306670096,10.074457521988327,37,59.27956464734626,51.617137805736185,Medium,51.385837246063225,47.275774139367954,37.97245855340381,2,1,Win
488,Andy Robertson 86,22,Venezuela,179,83,Marseille,Defender,60,4101,0,1,0,75.22029106910483,0,60.566418507437824,3,4,33.291113515362255,39.670959335281246,50,1,52.49881245114679,12.882318700352588,15,80.31768882606934,71.63456948944372,High,48.788278358482216,83.85637809492508,29.23243767923145,2,2,Draw
489,Nico Hernandez 88,22,Egypt,194,79,Rapid Wien,Forward,7,497,9,0,3,94.37674916769832,4,64.77097445624499,0,0,34.558561555228714,35.0722318417269,50,3,47.50777121757123,12.706264100773097,52,42.692473367216046,100.0,High,53.43875581241459,66.40946308781781,30.96358360198717,2,0,Win
490,Gabriel Magalhaes 11,23,Portugal,168,82,Inter Milan,Goalkeeper,6,429,0,0,0,92.17607318929916,0,80.96094908853465,0,0,28.715479204444357,44.14293944745552,50,2,26.394348156649166,12.337559828436113,55,42.15565734926235,80.47068598895302,High,53.98503070633624,63.36304980037513,36.229119132695054,1,2,Loss
491,Tomás Tavares 96,36,USA,168,99,Leeds United,Midfielder,5,361,3,0,0,86.62256654832903,2,70.25157249330924,1,0,28.697631294888083,94.22474971682192,50,1,46.80168389461791,12.016617758009257,15,50.166402381624195,80.43011072577431,High,48.4666868244333,45.335590955117716,50.00989677613926,2,1,Win
492,Axel Disasi 8,25,Paraguay,186,72,New York City FC,Defender,10,701,0,0,0,77.47449237785679,0,50.95081712936471,3,0,32.59765265066723,85.25548938792693,50,0,65.13813546418747,8.651992355472766,60,39.75067202947141,45.800479155297054,Medium,48.90088572818284,72.4778003378481,67.022137527301,1,1,Draw
493,Stuart Holden 16,33,France,191,80,Nottingham Forest,Defender,43,2945,0,0,2,90.81575678216112,1,50.228812758003855,2,1,30.28015915715303,71.94592441411098,50,0,87.36569121096284,13.969735662616339,63,74.10593549192288,30.30068471007634,Medium,51.719175773959606,83.3999795947545,60.06466710441921,0,3,Loss
494,Stuart Holden 97,30,Denmark,189,88,Fenerbahce,Forward,17,1177,5,1,1,67.87416067360657,0,64.79770167607876,1,0,33.73489719700519,84.5682628067409,50,4,82.48434036198745,8.966256899185456,45,43.00894084733535,85.96497843348806,High,49.22573870042097,81.40929346617264,64.45203021010235,1,3,Loss
495,Roy Keane 77,18,Australia,178,78,Celtic,Defender,50,3421,0,0,0,65.80543803247,0,73.31857627353585,11,1,30.72088668478622,68.99339285574479,50,0,22.416179768003797,11.576804107240426,33,44.745740037977896,76.01292239282769,High,49.909177564135526,71.30273544904006,42.548781196304574,1,2,Loss
496,Amir Richardson 74,34,Mexico,194,96,Club Brugge,Midfielder,41,2809,4,0,0,85.91658982425768,0,53.29594871316546,1,0,34.4830202308941,48.803924090231725,50,1,30.414717136962285,9.494886834259649,24,67.37078462596659,82.29906393912937,High,50.05077684108482,43.763935832583684,45.2326870824275,0,0,Draw
497,Nico Hernandez 85,24,France,175,88,Salzburg,Midfielder,56,3829,0,0,2,92.88471268302399,1,75.2641662041622,5,2,28.36337818768344,88.58600151673974,50,2,83.6365983578595,9.012665108431175,26,92.87717009574285,57.89237935748056,Medium,46.160653687604686,45.619851358800645,44.68409429953064,1,0,Win
498,Amir Richardson 45,30,Venezuela,193,75,LA Galaxy,Defender,28,1925,0,1,0,87.36753014668574,0,84.10670870796241,1,0,32.16398851024116,89.43740606862383,50,0,90.44887737869172,11.356792228714287,51,89.40236720395518,23.99722889698862,Low,49.97232450781153,42.46544935549123,34.59365922022508,1,1,Draw
499,Isak Hien 98,21,Senegal,176,83,Fiorentina,Midfielder,24,1653,0,0,1,77.96153082512143,1,66.11636791326274,7,0,29.91127183020373,93.14367151701083,50,3,24.18566334299305,13.018064990730402,49,86.19228742574992,59.55144986594426,Medium,48.62054445187165,52.87396082462347,28.0608329071786,3,2,Win
500,Conor Gallagher 72,21,Norway,181,75,Houston Dynamo,Forward,20,1381,2,0,6,70.483656000947,1,83.03366664686939,0,0,33.89713243565396,59.82552969321,50,1,72.59390480752302,10.261673938773292,52,64.51004916630833,44.22820497909031,Medium,49.013754355200454,46.78307335801889,54.54580464136134,1,1,Draw
501,Tyler Adams 85,23,Senegal,188,74,Lille,Forward,45,3081,4,3,0,70.61957278134125,0,80.66156758926317,0,0,28.05182421051424,87.27648169368759,50,1,47.42998358481701,8.463013361790551,65,49.35386802087184,48.88413955056968,Medium,52.88726400693763,53.002402012621694,74.4608341710293,1,2,Loss
502,Andrea Pirlo 35,36,England,173,80,Celtic,Defender,2,157,0,0,0,87.63086597551828,0,53.84140573069139,0,0,28.196711785323508,97.69528890233224,50,1,47.32176856063759,11.742553477450738,54,75.87486658776226,59.889050921849304,Medium,47.48698621144149,59.25290278594808,33.34148524751314,1,0,Win
503,Trent Alexander-Arnold 1,29,Sweden,194,93,Bayer Leverkusen,Midfielder,17,1177,7,0,0,69.06375844727708,3,77.88895998787163,5,0,34.45335172100664,85.60830954714558,50,0,68.20018943942912,12.598581523540371,66,55.32252318564788,13.812625066966108,Low,51.62641037349596,87.14913920355679,27.334240994963686,1,4,Loss
504,Benoit Badiashile 85,24,Paraguay,181,88,Brentford,Forward,23,1585,1,0,3,80.28539810872509,0,65.43219548710191,0,0,33.70006163543287,83.19265284400804,50,1,80.76620659375325,9.77650704141072,55,80.56408392302859,43.436365505613985,Medium,49.442074139336384,70.5188029890846,63.97658409119665,1,2,Loss
505,Ethan Nwaneri 95,27,Poland,184,81,Manchester United,Forward,46,3149,11,1,1,92.11706018851164,1,46.77376850249357,0,0,30.257088895716453,71.42718663657003,50,0,40.61281631602728,12.143538050722087,64,31.052446562525393,29.62232881912526,Low,49.44047966300833,81.74868928414811,37.629300334236206,3,3,Draw
506,Renato Veiga 28,36,Norway,192,89,Southampton,Goalkeeper,37,2537,0,0,0,72.91900210206778,0,56.23908935518054,0,1,30.890670272702412,43.92405293759833,50,2,72.90157580504082,8.454741934658017,67,64.42010266284211,60.49595289663021,Medium,51.58074379210342,75.5175750356166,66.48219026764642,3,0,Win
507,Michy Batshuayi 44,24,Chile,178,84,Borussia Dortmund,Defender,9,633,0,0,1,66.15758602424535,1,45.711919868837974,0,1,31.080912927916604,51.18947164528826,50,0,67.69072315807638,10.168570330209059,13,51.9277821748292,68.18514604231821,High,50.68010258913778,45.62515652633159,60.19683335172577,1,2,Loss
508,Memphis Depay 93,20,Peru,191,71,Brighton and Hove Albion,Forward,26,1789,5,1,8,73.19070055256367,5,60.44529799308645,0,0,29.12052961278091,41.25306263619798,50,5,58.79904962031788,10.844788350275874,13,46.18819187932562,100.0,High,51.14122599443906,76.79602031869744,72.28367685254022,2,1,Win
509,Romain Faivre 20,30,Chile,195,80,Borussia Dortmund,Forward,11,769,3,1,4,85.74711133304169,2,46.91700703824096,0,0,32.96927276209857,72.2608576484664,50,3,65.18193116115653,12.691781899828463,54,73.01939444558448,69.01714027776669,High,51.93636932106572,53.754944077956225,45.446361787833595,2,3,Loss
510,DaMarcus Beasley 11,30,South Korea,179,81,Lille,Goalkeeper,6,429,0,0,0,76.37371732115665,0,82.3658566018445,1,0,29.49109158822803,41.639963172822505,50,2,21.35400371810191,10.028850254951413,19,72.79426668472215,82.20412827008943,High,49.33738323363335,71.95539234973532,58.098491972531704,5,3,Win
511,Michael Bradley 55,35,Uruguay,193,88,Anderlecht,Goalkeeper,16,1109,0,0,0,66.85584273149881,0,74.78525775416193,3,0,28.16826989134101,76.62069267951395,50,3,20.304944746074806,10.722198754379795,49,32.409366566333674,91.38567146646011,High,48.7755265309845,57.04809868214943,48.24273904066354,2,0,Win
512,Mateo Kovacic 35,25,Morocco,171,76,AZ Alkmaar,Forward,0,21,1,1,1,73.57782678961965,7,81.68886180568714,0,0,33.46697186719721,50.5713840860546,50,0,61.28289250192639,11.770124107221573,29,91.60042759103268,48.375120825583444,Medium,47.829698946884406,89.88361316323295,56.52943486542718,2,1,Win
513,Trent Alexander-Arnold 56,26,Peru,186,73,AS Roma,Defender,57,3897,0,0,0,75.33323918262094,1,52.59115573724897,0,9,33.954954542099486,79.98555410069852,50,4,59.30813485750583,11.744479771942105,65,53.52044734978379,72.53589289495896,High,48.34917894004209,53.17757397483889,47.479945300386866,4,1,Win
514,DaMarcus Beasley 87,24,Canada,175,81,New York City FC,Goalkeeper,49,3353,0,0,0,75.06476617900967,0,59.51755116901353,2,0,31.54547267342871,58.10204247350657,50,0,25.350140399551655,11.106561220420419,40,89.63150793593397,33.72452770451038,Medium,55.89818885061745,53.95652353871348,34.431612321203744,0,1,Loss
515,Renato Veiga 86,18,Mexico,190,76,Celtic,Forward,25,1721,7,3,3,85.56730585446192,2,72.40762428057455,0,0,28.188895251079447,92.54381444227013,50,0,56.90197449672984,9.97084825850279,22,67.9417992310552,54.06733597556924,Medium,52.48935916147357,86.53361277811992,50.394870800169045,4,1,Win
516,Wayne Rooney 51,20,England,190,79,Chicago Fire,Forward,14,973,1,1,5,66.20596073773629,3,75.47583168751625,0,0,28.69712053829837,60.39205925117451,50,0,76.81465812703271,12.019547876573476,67,72.41838073677002,37.51960077278141,Medium,47.29785126758396,41.232220231816136,51.42921007187212,2,3,Loss
517,Alphonso Davies 27,30,Norway,198,81,Sassuolo,Midfielder,50,3421,0,2,1,68.97708210035404,3,71.38912561619537,3,3,32.0259383808256,36.977415844564185,50,2,60.59018330113297,13.022926070608033,17,92.43351259079864,89.5329297626144,High,47.35508408651286,74.83444939365984,65.53019241300805,0,2,Loss
518,Oscar Mingueza 98,34,Portugal,193,78,Marseille,Defender,59,4033,0,0,0,71.34502881739363,0,56.48012422036794,0,2,34.37330138319899,67.18027834390563,50,2,58.821071806845616,8.922884540036762,20,83.44282317828834,75.55164150214868,High,50.963732123436984,76.2663195367939,61.77603528967906,0,1,Loss
519,Sadio Mane 16,18,France,182,90,Real Madrid,Goalkeeper,32,2197,0,0,0,86.73832472429349,0,76.99792593169529,0,1,34.86642409725182,94.62423701846012,50,1,73.84313404443283,10.042770697088292,33,39.102275651966146,71.90791649322892,High,51.09452959475593,81.81892887051997,58.1895811970722,6,1,Win
520,Christopher Nkunku 23,23,Poland,176,94,Atletico Madrid,Goalkeeper,36,2469,0,0,0,93.56711856247232,0,62.70283226646838,0,0,32.83565337014248,71.79812015339019,50,3,32.888315521483335,12.012490411974756,57,30.33936256856672,86.65975817805675,High,51.09776767063473,88.72196553192376,30.669354777628627,0,1,Loss
521,Jhon Duran 91,23,Australia,187,89,Porto,Defender,46,3149,0,0,0,78.90433193692003,0,69.22613087286388,4,0,31.426144390798775,66.27591648807342,50,1,54.31103991115747,12.534652951323181,62,50.058179722214085,35.258324712346436,Medium,49.490088412892604,88.78009595783263,61.03081453318575,3,3,Draw
522,Renzo Saravia 51,29,South Korea,183,66,Bayern Munich,Goalkeeper,30,2061,0,0,0,69.77494214265963,0,45.6035212084278,0,0,31.14465991543141,62.6545854343442,50,1,31.103590767759215,12.688757876631563,36,61.75494363519553,66.15675208989477,High,49.7490914799942,43.263837878323194,50.01525781772574,1,0,Win
523,Jesse Lingard 59,30,Chile,194,76,Tottenham Hotspur,Defender,34,2333,0,0,1,84.03711525602708,0,71.89625174382303,15,0,32.759142410561616,51.98247498722502,50,0,59.2880222688305,11.919632116923996,69,77.58974292562064,20.52646830394078,Low,50.655759048318714,81.09196613764513,69.70497680530796,1,1,Draw
524,Kiernan Dewsbury-Hall 55,30,South Korea,168,80,Toronto FC,Goalkeeper,0,21,0,0,0,84.70193618670386,0,50.8680230333464,0,0,33.88647426212896,44.35817526147375,50,4,64.39560743514858,10.869621267273388,42,72.9681447242256,100.0,High,50.17178601258666,72.31549668286907,70.99354670652714,0,3,Loss
525,Brad Friedel 82,32,Portugal,199,65,Galatasaray,Defender,7,497,0,0,0,78.3725486245836,2,54.77468914110827,2,0,31.69490738078222,52.61650332443625,50,6,29.125497621331704,11.874797626564705,32,50.33565114165499,100.0,High,45.56139925450493,72.36710671865455,27.757829530089275,1,1,Draw
526,Isak Hien 52,33,South Korea,187,74,Manchester City,Defender,11,769,0,0,0,76.49188436403402,1,70.21050112336323,2,1,31.094424972759562,75.23267498046096,50,5,25.66363985461686,8.810267168865062,49,65.22973929561817,86.88385266088315,High,49.54040073884961,46.41749633073474,66.03207801772393,1,1,Draw
527,Zlatan Ibrahimovic 80,28,Japan,178,80,Red Star Belgrade,Defender,58,3965,0,1,1,68.27566989210544,0,52.12785707152504,7,2,28.289156993450252,86.79123658717958,50,0,32.50502083368972,9.246567309355463,63,72.31066554161029,7.488651687656716,Low,48.297187131479376,72.50935832228267,26.88486952113353,1,1,Draw
528,Gabriel Magalhaes 56,22,Peru,189,77,Napoli,Midfielder,53,3625,1,0,0,94.09811631341275,1,62.397821216294986,2,2,30.842239446160583,58.67552029376784,50,0,63.9753217485966,13.565186243861458,30,63.393763132847184,58.49767055999494,Medium,50.35042283781702,89.12412903006239,43.358481284751136,2,1,Win
529,Christopher Nkunku 76,21,Uruguay,193,82,Brentford,Forward,56,3829,8,0,1,84.24341488264129,4,52.438083920032184,0,0,30.1189739838699,66.10688476692667,50,0,34.22143708984374,13.53302589710111,21,74.783329242745,62.41606004921668,Medium,55.97051800520682,85.59092847697235,52.114998781053956,3,2,Win
530,Christian Pulisic 40,20,Netherlands,184,69,Leicester City,Midfielder,18,1245,0,0,5,79.01887409075238,0,52.01645166621644,4,0,28.987684575002476,43.057470498670405,50,2,40.6432482475772,12.343302949660064,57,61.53918650664181,62.839343422504584,Medium,50.73496333094861,61.956533040242526,32.40503993135637,0,1,Loss
531,Mohamed Salah 100,36,Brazil,171,77,Borussia Monchengladbach,Forward,24,1653,2,0,0,71.48808672805724,13,64.75690581798182,0,0,33.292116077256274,68.3505289148477,50,2,72.69094596395936,9.962283254172181,48,64.42952545393486,76.69224980532661,High,49.372940627655204,41.99739866430472,62.315690628453844,2,1,Win
532,Noni Madueke 82,35,Egypt,181,83,AS Roma,Midfielder,56,3829,0,0,2,72.73927487883446,0,51.10732929939809,1,0,34.20740755979699,81.84186873683404,50,1,38.62586202726018,11.893040026668404,23,91.15039403182845,51.20225410809126,Medium,51.843603003954506,58.11467450001024,25.417735208606928,2,1,Win
533,Trent Alexander-Arnold 45,32,Australia,191,82,Sevilla,Midfielder,31,2129,1,0,1,94.1870591359012,2,63.617558824012924,2,0,34.485722418693726,35.62771934169449,50,3,49.81452420916768,12.126749656000953,30,55.295278295903316,100.0,High,50.965375774418426,81.31951558002777,33.42995242170184,3,0,Win
534,Amir Richardson 19,26,Italy,187,86,Marseille,Midfielder,11,769,0,0,2,85.0338437841971,1,71.63127214175908,6,3,32.901117844511944,78.12088541630557,50,0,89.66340197751776,11.090689621271348,72,79.12097652329817,4.645356090834502,Low,50.84018898090368,75.07495507325831,54.03984149267379,0,2,Loss
535,Gigi Buffon 78,34,Morocco,182,85,Real Sociedad,Forward,12,837,2,1,8,75.47247614795711,1,50.28393606914961,1,0,28.886338803315166,87.18748761674037,50,1,81.87474585208342,12.491154961337429,13,51.753975500778694,75.56224658316403,High,51.213701186431344,62.96718277969782,60.71937810186462,1,2,Loss
